Unnamed: 0,Sentence,Abbreviation,title,author_sur,author_init,vol,publ_year,publ,editn,filename,Score
5717,"The definition of man would remain the same, even if all men were destroyed.",achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,1
5720,The definition gives us what is essential to a thing.,achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,1
5721,"If we {190} define man as a rational animal, this means that reason is of the essence of man.",achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,2
5723,We do not include them in the definition of man.,achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,1
5732,"And this would mean that they are individual and particular things, and not universals at all.",achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,2
5734,For they are unchangeable and eternal; and this does not mean that they are the same at all times.,achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,2
5771,"That there can be no knowledge of sense-objects would, it might seem to us moderns, involve the denial that modern physical science, with all its exactitude and accumulated knowledge, is knowledge at all.",achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,4
5778,By the world of sense Plato means bare sensation with no rational element in it.,achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,2
5824,Socrates denies that there can be Ideas of such base things.,achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,4
5827,"In general, the principle is that there must be an Idea wherever a concept can be formed; that is, wherever there is a class of many things called by one name.",achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,4
5839,"Whether the Absolute is one or many, Being or not-being, can be decided independently of any particular theory of the nature of the Absolute, and therefore independently of Plato's own theory, which was that the Absolute consists of Ideas.",achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,4
5845,"For the One can only be defined as that which is not many, and the many can only be defined as the not-one.",achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,1
5849,"Consider the simplest affirmation that can be made about the One, namely, ""The One is.""",achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,4
5851,The proposition means that the One is Being.,achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,2
5905,"But it is also used, in a narrower sense, to mean the science which has to do with the knowledge of which Ideas will combine and which not.",achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,2
5928,"And this is, in reality, all that can be expected, for the number of Ideas is obviously infinite, and therefore the task of arranging them cannot be completed.",achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,4
5941,"All that can be said is that Plato has left these matters in obscurity, and has merely asserted that the highest Idea is the Good.",achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,4
5965,And to place the final ground of all things in perfection itself means that the universe arises out of that perfect end towards which all things move.,achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,2
5979,"But this means that Plato has given two mutually inconsistent accounts of the ultimate reality, or, if not, that his system is a hopeless dualism.",achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,2
5980,"As none of these theories can be maintained, it must be supposed that God is identical with the Idea of the Good, and we find certain expressions in the ""Philebus"" which seem clearly to assert this.",achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,4
5993,"The special sciences have no value in themselves, but they have value inasmuch as their definitions and classifications form a preparation for the knowledge of Ideas.",achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,1
6027,For a thing to have a use involves that it is a means towards an end.,achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,2
6028,"Fire has use, because it may be made a means towards the cooking of food.",achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,2
6029,"Money is useful, because it is a means to the acquisition of goods.",achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,2
6030,"That which is an end in itself, and not a means towards any further end, cannot possibly have any use.",achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,2
6032,"It suggests that philosophy is a means towards some further end, instead of being the absolute end to which all other things are means.",achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,2
6068,But the possession of specific character means that it is matter with the copy of Ideas already stamped upon it.,achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,2
6102,"Hence the Ideas have within themselves no principle for the production of things, and the scientific explanation of things by this means becomes impossible.",achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,2
6134,Now all destruction of things means the sundering of their parts.,achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,2
6146,Plato connects the doctrine of the immortality of the rational soul with the theory of Ideas by means of the doctrines of recollection and transmigration.,achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,2
6155,It refers only to recollection of the experiences of the soul in its disembodied state in the world of Ideas.,achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,2
6166,"This does not mean merely that, as a matter of fact, every two objects and every other two objects, with which we have tried the experiment, make four.",achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,2
6198,But what he did perceive was that mathematical knowledge can be known without either experience or instruction.,achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,4
6213,This is what we mean by saying that the child sees it for himself.,achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,2
6230,"Plato does not mean them seriously, as is shown by the fact that he gives quite different and inconsistent accounts of these details in different dialogues.",achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,2
6249,Virtue is defined as the pleasure of the individual.,achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,1
6273,"Morality is thus not an end in itself, but merely a means towards a further end.",achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,2
6296,"With modern phrases ringing in our ears, we might easily suppose this to mean that Plato is a utilitarian.",achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,2
6309,It can only be defined as the general harmonious well-being of life.,achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,1
6344,"He does not, however, deny a relative value to customary virtue, inasmuch as it is a means towards true virtue.",achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,2
6356,"Justice means proportion and harmony, and accrues to the soul when all three parts perform their functions and co-operate with each other.",achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,2
6376,"All that can be said to his credit is that he demands humane and just, though firm and unsentimental, treatment of slaves.",achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,4
6406,It is only by the State that they can be brought down from heaven to earth.,achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,4
6445,"Since the parents are to have no {229} property nor interest in them, stringent means are adopted to see that, after removal to the public nurseries, parents shall never again be able to recognize their own children.",achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,2
6463,"Most modern theories of art are based upon the view that art is an end in itself, that the beautiful has, as such, absolute value, and not value merely as a means to some further end.",achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,2
6466,The beautiful is not a means to the good.,achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,2
6475,"That this would mean the utter destruction of art either did not occur to Plato, or if it did, did not deter him.",achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,2
6477,That art is merely a means to philosophy is even more evident.,achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,2
6489,"And this means that he does not see the object simply as an object, but as the revelation of an Idea.",achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,2
6493,"He does not, or he should not, create the beautiful by means of rules, or by the application of principles.",achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,2
6495,"This does not mean that the discovery of rules is false, but that the artist follows them unconsciously and instinctively.",achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,2
6496,"If, for example, we believe Aristotle's dictum that the object of tragedy {232} is to purge the heart by terror and pity, we do not mean that the tragedian deliberately sets out to accomplish that end.",achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,2
6508,Not that such a question can be decided by mere personal preferences.,achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,4
6520,"But while any true philosophy of art must recognize this, it must not interpret it to mean that art is to be made merely a means towards philosophy.",achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,2
6531,As a philosopher-artist his own practice is to use literary art solely as a means towards the expression of philosophical ideas.,achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,2
6533,"It is, to him, nothing but a means towards philosophy.",achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,2
6568,"It must be really ultimate, that is, we must not, in order to understand it, have to refer to anything beyond and outside it.",achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,2
6570,That thing by means of which we explain it must itself be the ultimate reality.,achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,2
6590,This is what we {237} mean by saying that the Ideas are a sufficient explanation of the existence of things.,achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,2
6592,The Ideas are defined as being the sole reality.,achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,1
6608,"There is in the Ideas no necessity urging them towards reproduction of themselves, and this means that they possess no principle for the explanation of things.",achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,2
6617,"For in this case, the existence of things must be explained by means of the Idea of the Good.",achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,2
6644,And this means that a philosophy which considers the absolute reality to be reason must exhibit sense as a lower form of reason.,achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,2
6661,"When we demand the explanation of anything, what do we mean by explanation?",achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,2
6663,"Do we not mean that the thing appears to us irrational, and we want it shown that it is rational?",achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,2
6676,"Explanation of a thing, then, means showing that the thing is rational.",achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,2
6716,And this means that it must be a necessary concept.,achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,2
6747,"Now if this is so, it means that the lower Ideas must find their necessity in the highest Idea.",achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,2
6754,"This means that the many is deduced from the one, and the one from the many.",achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,2
6762,None of them can be deduced from the Good.,achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,4
6772,"But this means that the perfection of the Idea of whiteness is contained in the supreme Idea, but its specific character in which it differs from other Ideas is excluded.",achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,2
6829,"Since all pictures are formed out of sensuous materials, and since we can form no picture of anything that is not an individual thing, to form a picture of the universal necessarily means thinking of it as just what it is not, an individual.",achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,2
6830,So Plato commits the greatest sin that can be ascribed to a philosopher.,achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,4
6851,"On the contrary, he refers to himself as the friend of Plato, but a greater friend of the truth.",achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,2
6932,"As this implies that Aristotle and Plato are opposites, it is considerably less than a half truth.",achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,3
6972,"He well understood the fundamental necessity of all natural sciences for a laborious investigation of facts, but, when this was impossible, he used the only means in his power, his reason.",achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,2
7015,"And though the doctrine of conditional syllogisms is important, it is not essential, because all conditional syllogisms can be reduced to categorical {261} syllogisms.",achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,4
7016,"The categorical syllogism is the fundamental type of reasoning, to which every other form of deduction can be reduced.",achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,4
7019,The only ground on which it can be attacked is its wholly empirical procedure.,achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,4
7025,"Aristotle's name for this subject is ""first philosophy,"" by which he means the knowledge of the first, highest, or most general principles of the universe.",achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,2
7115,"And this means that that alone which is substance is the individual object, for example, the gold with all its qualities attached to it.",achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,2
7120,"What he means to deny is that the universal can exist on its own account, as Plato thought.",achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,2
7124,"When he says, or implies, that the universal is substance, he means that, though it is not existent, it is real.",achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,2
7143,"This example might lead one to suppose {269} that Aristotle means by material cause what we call matter, physical substance, such as brass, iron, or wood.",achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,2
7145,The efficient cause is always defined by Aristotle as the cause of motion.,achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,1
7147,It must be remembered that by motion Aristotle means not merely change of place but change of any sort.,achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,2
7153,Now the essence of a thing is given in its definition.,achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,1
7154,But the definition is the explication of the concept.,achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,1
7161,"If we take Mill's definition of a cause as the best expression of modern scientific ideas, we find that he defines a cause as the ""invariable and unconditional antecedent of a phenomenon.""",achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,1
7169,"But it must not be supposed that, in saying that the modern idea of causation excludes formal and final causes, we mean that Aristotle is wrong in adding them, or that the modern idea is better than Aristotle's.",achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,2
7244,"Now as matter and form are the fundamental categories of Aristotle's philosophy, by means of which he seeks to explain the entire universe, it is essential that we should thoroughly understand their characteristics.",achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,2
7256,"We talk of things being ""shapeless,"" but this only means that their shape is irregular or unusual.",achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,2
7320,"A piece of gold is yellow, and this means simply that it has this in common with other pieces of gold, and other yellow objects.",achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,2
7348,"Aristotle claims, by means of the antithesis of potentiality and actuality, to have solved the ancient problem of becoming, a riddle, propounded by the Eleatics, which had never ceased to trouble Greek thinkers.",achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,2
7363,"For when we say that matter is the potentiality of what it is to become, this implies that what it is to become is already present in it ideally and potentially, though not actually.",achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,3
7382,"This thought is, in fact, essential to a developed idealism, and till it is grasped no advance can be made in philosophy.",achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,4
7415,And the definitions of God's character follow from this as a matter of course.,achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,1
7455,"Its end is absolute form, but this can never be reached, because if it were, this would mean that absolute form would exist, whereas we have seen that form cannot exist apart from matter.",achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,2
7461,"And this gives us Aristotle's famous definition of God as ""the thought of thought.""",achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,1
7478,The case for personality is that the language Aristotle uses implies it.,achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,3
7480,"And when he goes on to speak of God living in eternal blessedness, these words, if taken literally, can mean nothing except that God is a conscious person.",achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,2
7483,"Now without entering into an intricate discussion of this most elusive idea, we may answer that personality at any rate implies an _individual_ and _existent_ consciousness.",achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,3
7490,And this means that he is not a person.,achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,2
7497,It does not mean that Aristotle really contradicted himself.,achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,2
7498,"It merely means that, though he set himself to express his philosophy in technical scientific terms, and to exclude figurative language, yet he found himself compelled in a few passages to make use of it.",achogp_1,A Critical History of Greek Philosophy,Stace,WT,1,1920,"MACMILLAN AND CO., LIMITED",1,/home/ciocolab/Downloads/240121 Trento python project/txt_csv/pg33411.txt,2
